D_HDN	D_MFI	VPCT	VPPD_Nor	VPPD_Cen	VPPD_Sur	VPPD_Tot	CMg_Nor	CMg_Cen	CMg_Sur	Capital	Dem_Tot	Ccapital	
50.2259	3.80529	583.785	2402.63	1252.75	523.555	5359.42	148.766	30.1645	40.2164	111	8860	150	
42.7947	5.26325	1794.08	6431.54	1864.34	5037.74	14445	338.185	44.9697	241.378	111	9790	150	
45.9025	4.3176	1094.35	3883.38	1463.51	2558.71	9251.15	217.146	35.4714	131.969	111	9180	150	
112.392	8.12203	968.019	5570.45	3473.03	1144.25	13085.1	360.679	68.848	83.3212	111	10290	150	
94.923	9.85748	3052.2	8592.31	5106.46	11726.6	27077.2	502.176	101.252	561.061	111	10580	150	
100.926	9.75938	2626.07	7291.09	5382.82	10196.7	23525.7	444.965	104.059	491.764	111	10170	150	
31	9.25862	6936.67	32461.8	6139.12	18456.4	57336.8	1589.11	143.443	830.766	111	12205	150	
128.936	11.3759	2438.57	9946.12	7643.6	7243.13	28294.6	639.451	141.805	375.881	111	11020	150	
113.189	10.6921	2655.39	14524.9	5412.05	2950.65	33945.8	890.318	111.79	173.834	111	11700	150	
68.3248	9.07804	3711.57	14818.5	4443.09	9457.44	35209	843.924	98.101	447.187	111	11489	150	
44.3612	8.75131	5177.39	21785.2	4814.08	14460.3	43673.6	1114.08	111.162	660.095	111	11680	150	
53.565	7.49418	2749.04	10314.5	2700.1	8122.68	23365.7	537.911	62.8024	383.865	111	10868	150	
115.192	7.77229	819.402	4717.63	4199.18	1075.67	11434.4	332.491	79.5036	79.637	111	10010	150	
86.0345	5.9796	714.041	3620.07	2858.16	853.747	8829.64	246.696	57.1578	63.8538	111	9480	150	
120.595	9.0677	1148.63	6823.32	3893.13	1402.94	16130.9	428.439	77.177	100.896	111	10690	150	
118.218	10.9161	1802.69	7044.45	7125.1	5902.98	21019.3	474.42	131.123	311.662	111	10290	150	
85.0868	7.90931	1457.99	7629.7	2649.3	2324.03	17296.2	429.186	58.2894	137.908	111	10580	150	
253	16	1903.76	16726.8	18726.7	3210.56	38663.7	1291.03	319.593	230.945	111	12205	150	
154.161	10.4824	1085.53	7097.84	5980.99	1471.97	16763.5	495.576	109.953	107.048	111	10909	150	
161.118	10.275	881.644	5809.4	6497.21	1329.42	14126	440.824	116.868	98.358	111	10650	150	
110.83	6.94518	655.496	3788.19	5004.11	1036.25	9828.36	300.902	92.1153	79.3184	111	9350	150	
92.2182	8.88057	1806.27	9969.13	3362.3	2403.6	22042.7	572.651	72.2107	143.458	111	11041	150	
155.889	13.6226	989.121	6674.32	10201.2	2182.98	19058.5	523.597	180.218	161.706	111	10017	150	
61.1074	3.86956	442.316	1587.85	2148.74	515.916	4251.99	129.347	43.7893	41.2395	111	8640	150	
52.6127	6.59375	2170.47	8314.36	2310.4	6054.81	18670	437.13	54.0919	291.044	111	10380	150	
110.62	6.91521	639.353	3669.03	4708.87	963.671	9341.39	291.708	87.081	74.0968	111	9350	150	
148.602	9.27444	789.43	5200.32	6549.12	1285.15	13034.6	409.856	117.943	97.1153	111	10017	150	
31	9.31855	7076.9	32474.5	6146.51	19283.4	58197.1	1589.73	143.622	867.993	111	12205	150	
124.342	9.71083	1347.87	8472.11	3991.53	1503.23	19115.3	525.71	79.5302	106.774	111	11020	150	
155.719	12.8721	3038.06	14837.6	10588.4	6062.07	39705	991.7	190.663	331.536	111	11740	150	
83.2793	7.11981	1098.06	6097.09	2394.91	1196.77	13943.9	353.359	52.6737	85.6856	111	10170	150	
50.4188	3.86523	599.928	2415.26	1300.15	596.137	5846.4	149.39	31.2426	45.438	111	8860	150	
52.6127	6.65368	2310.69	8326.99	2317.77	6881.77	19530.2	437.754	54.2717	328.261	111	10380	150	
114.982	7.74232	803.258	4598.47	3903.95	1003.09	10947.4	323.296	74.4693	74.4155	111	10010	150	
44.3612	8.69137	5037.18	21772.5	4806.69	13633.3	42813.4	1113.45	110.982	622.868	111	11680	150	
78.5131	6.25035	908.7	4699.51	2115.01	1001.46	11176	281.901	46.7609	72.915	111	9760	150	
68.3248	9.0181	3571.36	14805.8	4413.6	8630.47	34348.8	843.3	97.9212	409.96	111	11489	150	
190.903	12.2124	1167.19	8931.79	8613.09	1560.03	19869.2	673.11	151.398	113.716	111	11270	150	
29.6219	3.55304	1789.85	3916.86	1248.64	6754.53	12004.9	210.354	33.7012	315.202	111	8510	150	
112.979	10.6321	2515.18	14512.2	5361.16	2123.68	33085.5	889.694	110.633	136.607	111	11700	150	
166.128	12.7869	1065.19	7164.25	9854.04	2154.67	19663	545.371	174.108	157.727	111	10650	150	
96.7772	10.5293	3540.7	10806.6	5643.74	12633.1	32683.9	635.184	111.316	603.826	111	11041	150	
250.405	15.6293	1640.01	14779.6	13902.6	2024.43	30706.5	1140.76	237.158	145.653	111	12205	150	
148.246	9.2235	761.987	4997.74	6047.22	1161.76	12206.7	394.224	109.385	88.2386	111	10017	150	
53.5245	5.5622	2564.1	5097.7	1741.67	10491.7	17695	267.635	43.0199	483.785	111	9340	150	
112.601	8.152	984.163	5689.61	3768.27	1216.83	13572	369.873	73.8823	88.5427	111	10290	150	
192.875	12.5248	1318.94	10051.9	11388.3	2242.35	24446.8	759.542	198.791	162.799	111	11270	150	
53.565	7.55412	2889.26	10327.1	2707.47	8949.64	24225.9	538.536	62.9822	421.081	111	10868	150	
35.1445	4.44773	1989.23	5045.92	1548.55	7101.2	14168	265.077	38.6265	331.197	111	9340	150	
172.89	13.1152	2434.17	15671.8	10255.9	2574.48	37067	1065.46	183.364	173.525	111	12010	150	
81.6186	6.01859	577.238	2777.27	4144.2	944.24	7865.27	220.766	77.4988	71.8429	111	9000	150	
92.6904	10.5125	4992.44	10783.2	3917.96	21354	37129.6	569.354	85.986	979.33	111	10868	150	
109.236	6.71743	532.808	2882.58	2760.31	484.632	6127.34	231.021	53.8544	39.6346	111	9350	150	
185.674	12.8048	1628.65	12621.9	10117.3	2105.58	27886.8	897.859	178.677	150.305	111	11670	150	
222.774	13.8677	1304.75	11184.7	10134.4	1462.65	22866.4	862.864	174.603	106.234	111	11727	150	
120.385	9.03319	1132.49	6704.16	3597.9	1330.36	15643.9	419.244	72.1427	95.6748	111	10690	150	
153.028	10.3206	998.357	6454.38	4386.72	1080.02	14133.8	445.924	82.7673	78.8516	111	10909	150	
123.859	9.63279	1310.74	8324.57	3522.86	1336.29	17995.2	514.741	72.5568	94.7646	111	11020	150	
164.193	11.4971	1026.93	6881.84	9154.33	1982.65	18508.8	523.579	162.176	145.352	111	10650	150	
213.739	13.4013	1268.02	10561.5	9745.47	1501.11	22086	810.25	168.716	109.137	111	11597	150	
153.954	12.3329	950.861	6391.91	9501.49	2010.96	17904.4	501.805	168.286	149.331	111	10017	150	
115.821	7.87308	867.831	5075.11	5084.89	1293.42	12895.3	360.076	94.6066	95.3017	111	10010	150	
131.521	12.8546	2863.41	10307.2	8538.17	9748.85	30901.2	667.312	157.103	488.67	111	11020	150	
104.225	12.7774	9723.46	22420.4	6144.09	41865.9	74812	1146.96	138.116	1912.6	111	11680	150	
216.486	14.2262	1618.78	13821.8	8914.13	1324.94	26403.9	1006.81	155.279	93.6583	111	12140	150	
150.976	11.5762	1715.09	12996.6	5548.37	1412.75	25049.6	850.991	110.192	97.9888	111	11740	150	
148.166	10.2394	1069.8	7445.61	3454.7	426.312	11457.7	492.801	69.3787	30.6208	111	11050	150	
113.671	8.43474	1066.49	6297.32	5273.97	1587	16055.6	416.768	99.5574	115.173	111	10290	150	
156.962	11.3241	1234.05	8194.11	8697.16	2139.72	21243.7	580.17	156.268	155.086	111	10909	150	
94.0848	9.33233	2059.92	12341.8	4126.08	1669.04	26009	725.797	88.3793	109.46	111	11340	150	
112.622	10.2841	2125.41	14436.5	5147.79	1553.83	27924.1	885.949	107.891	101.935	111	11700	150	
68.9153	9.46161	4608.93	14899.3	4692.04	14750.1	40714.6	847.919	102.001	685.439	111	11489	150	
202.306	14.2706	2177.21	14811	13763.7	2919.52	36623.7	1073.73	239.921	202.397	111	11870	150	
172.443	16.8451	4248.09	18529.5	13199	14684	55232.3	1230.76	246.842	766.334	111	11740	150	
50.9627	4.03512	870.625	2631.13	1843.5	2185.8	7625.31	165.895	40.6333	117.574	111	8860	150	
84.7728	7.54651	1189.13	7538.79	2531.1	873.436	13330.8	424.693	55.5329	60.9543	111	10580	150	
109.294	6.63325	490.362	2548.32	1931.85	280.472	4761.09	205.259	39.7462	25.0116	111	9350	150	
182.968	12.4182	1420.4	11084.6	6308.74	1169.15	21604.7	779.244	113.531	82.9466	111	11670	150	
153.389	12.0679	2252.86	13959.4	8412.47	2381.31	33365	923.933	153.406	160.823	111	11740	150	
56.9667	4.12359	565.621	2369.7	1239.73	303.385	3919.11	147.594	29.9743	25.0466	111	8860	150	
55.6806	6.20323	1216.7	8175.45	2232.13	456.565	10867.5	430.472	52.2408	29.9227	111	10380	150	
42.7947	4.96358	1093.02	6368.4	1827.48	902.936	10143.8	335.064	44.0707	55.2955	111	9790	150	
45.9025	4.08374	727.447	3827.82	1431.07	440.345	6218.3	214.4	34.6803	32.6944	111	9180	150	
74.2866	4.68955	449.911	1195.11	1169.42	264.828	2642.47	99.7005	27.4894	24.5458	111	8640	150	
109.572	11.9991	5530.17	14017.9	6088.12	22613.3	46232.9	799.063	124.878	1051.97	111	11220	150	
79.2473	6.46012	1193.88	5116.57	3148.34	2645.96	13568.4	314.084	64.381	150.163	111	9760	150	
155.693	10.808	1203.37	7967.71	8136.21	2001.81	20318.4	562.699	146.703	145.165	111	10909	150	
47.4061	7.94744	3923.14	12656.8	3337.86	12992.1	31913	676.312	77.2877	598.716	111	11110	150	
93.1411	9.14428	2423.21	10024.7	3586.19	6042.22	25827.8	575.397	77.2991	307.21	111	11041	150	
182.155	12.2594	1334.84	10864.5	5412.55	784.413	19023.8	763.612	103.214	55.2724	111	11670	150	
90.3991	9.41507	2173.72	15481	4985.71	1193.42	26311.6	920.299	108.009	74.7271	111	11710	150	
19.8356	4.81563	3012.94	8371.05	1920.31	11208.9	21674.9	431.102	50.5553	515.563	111	8780	150	
46.5881	4.57818	1543.03	3923.78	1598.42	5204.98	12003.9	219.143	38.5456	251.062	111	9180	150	
60.5411	3.78865	398.729	1266.12	1351.6	319.946	2937.15	104.521	30.1966	27.1413	111	8640	150	
113.606	7.54454	696.714	3939.79	2250.31	524.054	7733.34	272.889	45.9352	39.9532	111	10010	150	
82.7906	6.9308	1044.79	6055.42	2269.21	957.254	12336.9	351.299	49.805	68.4544	111	10170	150	
249.251	15.4645	1551.22	14124.1	12278.8	1625.18	28028.1	1090.19	209.354	116.934	111	12205	150	
151.855	10.0329	843.383	5926.44	3097.81	383.241	9458.85	407.211	60.7734	28.7247	111	10909	150	
154.541	14.8138	3368.17	11299.1	9614.29	13039.8	35710.6	734.152	177.955	646.68	111	11020	150	
160.426	10.1761	828.372	5416.18	5522.93	1089.9	12519	410.481	100.254	81.1269	111	10650	150	
92.143	8.5809	1480.65	9905.99	3273.99	1195.23	18340	569.53	70.9619	82.4388	111	11041	150	
198.855	16.3571	1583.24	11286.6	13639.9	3031.35	30240.7	849.151	238.761	217.672	111	11270	150	
147.91	9.17555	736.158	4807.09	5574.84	1045.63	11427.6	379.512	101.33	79.8841	111	10017	150	
181.395	17.607	4444.38	19196.8	13624.1	16120.8	57959.4	1273.67	256.279	839.785	111	11740	150	
63.4357	4.59026	594.576	2374.38	1248.42	300.732	3936.14	148.262	30.3084	25.492	111	8860	150	
49.3954	5.25852	1029.07	6335.29	1814.23	408.415	8564.57	333.874	43.8721	28.4646	111	9790	150	
49.709	4.2484	723.23	3813.94	1426.48	343.169	5587.14	213.972	34.6402	26.0815	111	9180	150	
65.8373	4.08002	412.092	1189	1158.07	268.291	2620.22	98.8278	27.053	23.964	111	8640	150	
121.602	9.35539	1226.12	7395.28	5310.27	1751.33	18468.4	472.575	101.342	125.96	111	10690	150	
82.7906	6.71204	926.946	5963.24	2215.4	427.408	8781.95	346.743	48.4924	30.3371	111	10170	150	
77.9429	6.00903	803.77	4615.13	1943.54	529.675	8010.66	277.659	42.8537	38.9749	111	9760	150	
251.076	15.7252	1691.66	15160.9	14847.4	2256.73	32264.9	1170.18	253.334	162.362	111	12205	150	
153.469	10.3835	1032.26	6704.62	5006.71	1232.45	15156.5	465.233	93.3394	89.8169	111	10909	150	
127.702	9.55773	1191.55	8182.04	3296	451.205	12041.5	508.28	68.2346	31.1965	111	11020	150	
68.3248	8.22839	1937.22	14616.4	4287.55	788.665	21445.1	833.939	95.2242	47.7333	111	11489	150	
159.755	10.0802	776.714	5034.86	4578.17	857.639	10960.7	381.057	84.1444	64.4179	111	10650	150	
109.802	6.79834	576.395	3204.31	3557.45	680.603	7442.17	255.847	67.4471	53.7328	111	9350	150	
128.162	13.0161	4344.12	11771	7342.07	17528.6	38469.8	704.747	141.604	829.136	111	11041	150	
147.609	8.96905	578.313	3581.93	2538.5	297.766	6420.04	285.244	49.6078	26.2671	111	10017	150	
21.8162	0.949373	270.401	501.853	664.231	178.942	1344.98	59.2343	21.2352	22.4155	111	5970	150	
181.452	17.7844	4858.25	20599.4	13803.3	17865.2	62406.1	1355.37	261.783	923.847	111	11850	150	
77.0868	4.59317	410.077	1910.85	1793.7	314.351	4018.83	162.954	39.2063	30.4888	111	8130	150	
58.3725	3.52154	369.089	944.927	929.889	205.76	2081.13	89.4517	25.103	23.1882	111	7640	150	
103.013	6.24625	528.793	3037.37	3305.3	603.389	6946.08	249.143	64.443	50.8865	111	8690	150	
49.1679	4.87378	952.825	4950.06	1514.78	369.949	6853.58	261.267	37.9092	27.7985	111	9340	150	
52.0819	3.77121	543.758	2366.17	1233.17	305.451	3906.24	147.089	29.722	24.7102	111	8860	150	
42.9791	5.54494	2453.08	6490.89	1937.24	8924.45	18488.2	341.118	46.6734	416.296	111	9790	150	
27.2034	2.69468	635.894	3280.87	1018.45	265.323	4565.07	183.181	29.8647	24.6272	111	7790	150	
48.3986	3.02773	371.994	562.461	757.512	228.413	1557	54.7137	21.4344	23.3458	111	7860	150	
88.1342	6.46918	809.503	4106.24	1851.02	342.142	6316.26	252.293	41.0462	27.2601	111	9610	150	
78.6433	5.00383	508.162	1204.65	1187.05	265.332	2676.47	100.496	27.8642	24.9457	111	8640	150	
117.191	7.67456	671.038	3909.75	2236.07	334.951	6484.19	271.647	45.6556	26.7051	111	10010	150	
87.0015	6.24666	778.614	4096.7	4039.11	1144.07	10777.6	283.475	77.2951	84.74	111	9480	150	
85.8629	8.13107	1976.77	7678.35	2841.99	5383.78	20479.1	431.65	62.6384	275.609	111	10580	150	
251.874	15.8391	1753.01	15613.8	15969.3	2532.58	34115.4	1205.12	272.544	182.203	111	12205	150	
162.513	14.9554	1878.21	9004.4	10704.8	5667.25	26340.5	642.695	190.513	318.959	111	10909	150	
123.242	9.37207	1170.3	8214.71	3298.58	704.825	13758.5	509.311	68.1178	49.3371	111	11020	150	
113.86	10.8839	3104.07	14565.3	5785.66	5596.96	36698.6	892.315	115.49	292.96	111	11700	150	
68.3248	8.59856	2589.88	14717.4	4346.59	2841.74	28327	838.932	96.6626	149.441	111	11489	150	
162.377	10.4548	978.503	6524.36	8268.63	1764.91	17047.9	495.994	147.073	129.687	111	10650	150	
48.2485	2.67057	356.987	1352.54	1578.15	329.24	3259.92	123.196	36.2502	32.6182	111	6830	150	
32.6201	1.90199	306.224	318.178	553.988	189.083	1061.52	41.3722	19.1417	22.2567	111	7060	150	
28.4827	1.56654	299.832	286.918	523.572	179.471	990.361	41.0809	18.8245	22.0981	111	6540	150	
123.949	7.68697	646.117	2573.78	1978.92	277.831	4852.04	208.043	41.0209	26.2543	111	9350	150	
34.0868	1.82285	310.228	559.896	673.925	177.411	1411.63	63.4464	21.3164	22.1873	111	6360	150	
41.8615	2.56866	347.587	324.86	566.397	193.538	1085.71	43.2864	19.4599	22.8931	111	7060	150	
32.0472	1.82368	315.787	289.495	528.358	181.189	999.688	41.821	18.9472	22.3436	111	6540	150	
59.0108	3.41186	367.309	1161.59	1038.41	196.426	2396.91	108.657	27.0213	23.0567	111	7120	150	
155.53	9.54048	697.836	3601.5	2574.66	297.561	6489.67	287.309	50.6534	27.1179	111	10017	150	
35.0247	2.6497	493.082	1719.76	764.275	226.449	2711.34	109.184	24.229	23.8142	111	7270	150	
25.771	1.21896	285.42	483.719	617.51	168.062	1269.52	58.4592	20.4846	21.7692	111	5970	150	
88.2122	5.3382	439.237	1757.37	1408.31	221.338	3387.73	152.778	32.7662	24.1875	111	8130	150	
64.0494	3.93106	395.036	949.121	937.675	208.496	2096.3	90.6817	25.3026	23.5805	111	7640	150	
68.9329	4.08089	392.882	1339.53	1151.27	205.481	2696.88	121.663	28.7627	23.4661	111	7490	150	
73.9973	5.35216	771.273	2403.35	1301.93	302.95	4039.13	150.534	31.5354	26.5542	111	8860	150	
44.3215	4.16682	835.288	3840.96	1214.2	312.655	5382.7	208.402	32.9455	26.5742	111	8510	150	
34.3325	3.20896	667.803	3286.02	1028.02	268.759	4583.72	184.748	30.1101	25.1181	111	7790	150	
59.7524	3.84678	494.899	582.561	794.681	233.886	1628.8	56.9063	22.2995	24.3134	111	7860	150	
104.434	7.09339	811.864	3200.52	1838.14	316.126	5385.52	216.305	39.9892	27.2416	111	9480	150	
124.865	8.73875	985.934	5137.53	2461.43	372.542	7989.44	330.467	51.3933	29.0452	111	10290	150	
96.321	8.16033	1272.75	7492.04	2541.32	446.663	10488.8	423.711	56.1434	30.9614	111	10580	150	
97.2524	7.69452	1114.06	5989.4	2270.86	395.965	8678.13	349.461	50.1612	29.5359	111	10170	150	
169.497	10.6275	840.725	4351.62	2880.49	354.696	7593.03	329.284	55.8004	28.8171	111	10650	150	
53.17	2.97903	349.206	1122.77	1006.47	189.506	2319.09	106.344	26.5633	22.7479	111	6830	150	
48.0921	7.92119	2781.66	21554	4692.7	810.43	27218.1	1103.14	108.357	41.5374	111	11680	150	
63.0664	7.42613	1594.99	10168	2649.71	528.175	13362.4	531.914	61.9563	33.1056	111	10868	150	
185.957	12.3977	1336.27	10823.6	5311.61	493.221	17056.9	762.088	103.127	34.4134	111	11670	150	
154.069	11.4442	1580.47	12854.8	5271.66	548.691	19241.7	844.414	107.615	35.915	111	11740	150	
65.5821	6.91752	1390.62	8203.94	2284.76	464.732	10968.8	433.048	53.8056	31.2816	111	10380	150	
67.3998	5.52459	931.875	3848.07	1489.56	340.358	5708.91	217.059	36.3136	27.6353	111	9180	150	
129.205	8.54123	854.376	3939.77	2291.53	332.837	6591	274.351	47.239	27.9511	111	10010	150	
129.99	9.38964	1102.97	6324.03	2749.39	413.725	9492.28	394.094	57.1174	30.2395	111	10690	150	
95.3185	7.13542	973.32	4619.49	1988.96	353.445	6992.67	279.396	44.2323	28.2963	111	9760	150	
131.663	9.84344	1262.32	8193.63	3317.41	459.386	12082.6	509.371	68.9164	31.8784	111	11020	150	
116.21	10.1632	1792.01	14291.9	5016.72	594.044	20444	879.273	106.3	36.8828	111	11700	150	
73.413	8.51447	1925.6	14604.2	4299.24	617.626	19929.4	834.001	95.7143	36.8795	111	11489	150	
84.9803	5.46097	621.234	1223.19	1221.31	268.387	2742.36	101.928	28.6266	25.6011	111	8640	150	
100.415	8.85148	1471.32	9807.28	3246.94	505.761	13685.6	565.734	70.6356	33.0347	111	11041	150	
111.051	6.72058	491.615	2436.86	1812.88	237.045	4488.44	204.304	39.1108	24.8901	111	8690	150	
55.5048	5.33093	1065.99	4968.61	1549.03	370.856	6919.47	262.876	38.8627	28.4556	111	9340	150	
59.957	6.02042	1205.88	6364.26	1867.74	404.622	8667.56	336.374	45.3267	29.5288	111	9790	150	
161.065	10.6664	1007.58	5953.09	3147.42	400.544	9543.06	409.733	62.3547	30.1863	111	10909	150	
194.49	12.1915	1028.17	7262.23	4377.97	414.847	12162.7	545.31	81.2941	31.4877	111	11270	150	
59.9053	6.50799	1289.18	8187.33	2254.07	454.777	10909.7	431.484	52.8284	30.3529	111	10380	150	
94.3421	8.41339	1362.8	9789.51	3214.12	493.216	13622.5	564.061	69.5902	31.9893	111	11041	150	
166.593	10.418	788.825	4343.12	2864.79	348.696	7562.83	328.484	55.3004	28.3171	111	10650	150	
70.8288	5.12359	714.673	2394.07	1284.81	301.423	4006.18	149.698	31.0266	26.2254	111	8860	150	
61.6215	6.6318	1319.85	8192.35	2263.35	456.55	10927.6	431.957	53.1238	30.5998	111	10380	150	
55.4684	5.69661	1125.67	6351.12	1843.48	405.846	8620.88	335.137	44.554	29.0624	111	9790	150	
119.223	8.84739	1032.4	6378.82	2744.59	880.354	12624.7	395.5	56.6268	63.3012	111	10690	150	
85.3078	5.12868	426.237	1755.27	1404.41	219.938	3380.13	152.078	32.6662	23.9875	111	8130	150	
55.4681	3.31201	356.089	942.827	925.989	204.36	2073.53	88.8517	25.003	22.9882	111	7640	150	
22.0779	2.39014	671.511	3282.44	1014.64	608.224	4910.93	182.648	29.7633	39.8174	111	7790	150	
56.3724	3.56246	401.382	638.533	799.646	227.788	1674.01	62.1759	22.4219	23.7508	111	7830	150	
112.622	10.0504	1800.23	14338	5030.43	911.96	22589.2	881.081	106.488	59.666	111	11700	150	
52.9378	2.97377	340.127	1157.2	1030.25	193.499	2381.02	107.325	26.8122	22.6385	111	7120	150	
31.064	2.36398	475.355	1716.89	758.957	224.54	2700.97	108.32	24.0926	23.5415	111	7270	150	
65.7644	3.85232	378.7	1337.24	1147.02	203.954	2688.59	120.917	28.6536	23.2479	111	7490	150	
97.9653	6.62672	696.325	3181.58	1803.18	316.16	5318.26	214.635	38.9877	26.5705	111	9480	150	
90.6441	7.75081	1171.31	7475.42	2510.63	434.936	10429.8	422.147	55.1662	29.9841	111	10580	150	
57.7856	7.04518	1500.63	10152.5	2621.16	517.265	13307.5	530.46	61.0472	32.1965	111	10868	150	
119.988	7.40126	575.396	2562.19	1957.51	276.013	4810.86	207.004	40.4422	25.8437	111	9350	150	
28.806	1.4419	286.592	556.078	666.834	174.866	1397.81	62.3279	21.1346	21.8237	111	6360	150	
29	8	3518	30436	5466.33	870.678	36802	1489.67	127	39.0491	111	12205	150	
58.3157	3	523.152	375.453	689.346	215.276	1328.47	36.3733	19.3733	21.465	111	8118	150	
257	15	1050.67	7438	3797	313.558	11570	574	64.3333	22.3998	111	12205	150	
3	1.81068e-29	203.066	178.573	386.946	134.773	700.586	34.3733	15.7432	19.04	111	5269	150	
39.1335	2.81335	237.439	299.906	550.839	210.853	1061.89	28.8399	15.5599	18.4666	111	8118	150	
133	13	15264.4	31952	7141	80717.7	119847	1564	166.333	3634.31	111	12205	150	
251.173	22	2065	16980.3	9637	1074	27692	1310.67	164	77	111	12205	150	
21.4862	2	243.348	300.86	552.611	210.441	1065.35	28.9308	15.6054	18.5575	111	8118	150	
15	9	8143.05	31024.8	5784	31870.9	69056.3	1518.44	134.667	1434.85	111	12205	150	
223.719	14	1417.95	11144.1	6060.92	615.589	17831.7	859.912	103.09	44.4267	111	12205	150	
60.0683	8.30407	3834.34	9715.56	2579.15	17982.9	31121.6	498.2	59.6474	817.006	111	10868	150	
77.1386	8.18914	1590.19	8578.1	2445.88	2222.24	16281.9	473.443	53.0249	109.058	111	11041	150	
163.594	11.559	1193.07	8711.84	3761.88	465.127	14061.1	598.99	69.0062	32.1605	111	11670	150	
171.014	12.3962	1012.84	7299.97	3878.92	475.429	12028.6	547.236	70.1128	35.4944	111	11270	150	
132.885	10.6596	1488.81	10115.4	3739.83	549.739	17510.7	633.578	71.2256	34.584	111	11740	150	
91.5334	6.92382	471.53	2923.79	1788.18	274.919	5052.17	237.129	37.3096	26.2021	111	8690	150	
24.0109	4.07304	1270.68	4670.61	1294.33	4163.36	10331.4	242.769	32.3199	195.339	111	9340	150	
71.6818	7.85296	3321.42	8001.28	2286.36	15931.1	26653	417.528	53.236	725.122	111	10380	150	
30.6547	5.01104	1630.26	5974.16	1550.88	5619.42	13614.3	309.557	37.7033	260.864	111	9790	150	
34.3893	4.06398	778.147	3491.88	1152.52	1445.39	6582.72	190.585	28.4318	73.8712	111	9180	150	
49.0585	3.67158	304.391	1026.02	881.266	230.754	2156.85	84.8053	20.8923	19.9514	111	8640	150	
114.679	10.4077	1084.53	4679.34	2488.59	2935.01	10243.9	330.07	49.0328	144.139	111	10010	150	
110.484	10.0388	1635.01	6689.35	2686.71	4985.46	15185.4	421.535	55.3015	236.052	111	10690	150	
64.2614	5.75073	675.19	3965.41	1462.18	332.173	6748.45	228.425	33.2176	24.689	111	9760	150	
15	9	8143.05	31024.8	5784	31870.9	69056.3	1518.44	134.667	1434.85	111	12205	150	
228.965	14.3407	1217.11	9621.52	5121.96	461.842	15259.2	742.421	87.2166	33.155	111	12205	150	
139.711	11.2103	969.177	6439.26	3034.32	471.24	10942.8	446.266	58.7834	34.7524	111	10909	150	
106.419	8.87911	1064.1	6957.02	2493.19	445.185	11616.9	413.708	51.4296	30.6424	111	11020	150	
96.3329	10.4226	3468.68	12437	4199.47	11002	34093.4	737.264	84.1571	502.355	111	11700	150	
